Customer_ID,Customer_Name,Gender,Age,Nationality,Booking_ID,Booking_Date,Duration_of_Stay,Room_Type,Room_Rate,Additional_Room_Cost,Loyalty_Status,Booking_Channel,Economic_Index,Travel_Purpose,Group_Size,Competitor_ID,Competitor_Room_Rate,Competitor_Occupancy_Rate,Competitor_Promotions,Competitor_Name,Competitor_Rating,Competitor_Pricing_Strategy,Channel_Type,Local_Events,Cancellation
128,Christopher Bass,Female,36,Kenya,128,5/7/2012,4,Suite,1428.243678,1179.260698,Yes,Phone,3,Business,5,1,4290.147696,6.505,None,Blue Roof Hotel,2,Premium,Online,Concert,No
129,Kathleen Phillips DVM,Male,51,Ghana,129,5/8/2012,10,Single,1664.671251,849.9601491,No,Walk-In,2,Other,1,1,3936.178183,8.957,Seasonal Discount,Luxury Stay,1,Competitive,Agent,Festival,No
130,Dr. Heather Green DVM,Male,26,Kenya,130,5/9/2012,14,Double,1114.215359,671.4249832,No,Phone,2,Leisure,2,2,2334.952977,6.716,Seasonal Discount,Oxford Road,4,Competitive,Direct,None,Yes
131,Sabrina Martinez,Male,32,Morocco,131,5/10/2012,5,Double,1133.794441,616.5451613,Yes,Event,5,Event,1,1,4208.881901,5.909,Seasonal Discount,Blue Roof Hotel,2,Competitive,Third-party,Sports Event,Yes
132,Douglas Brewer IV,Female,36,Egypt,132,5/11/2012,4,Single,1259.957937,300,No,Online Travel Agency,4,Other,3,2,1514.050842,9.51,Seasonal Discount,Oxford Road,3,Budget,Agent,Conference,No
133,Cynthia Mann,Male,59,Nigeria,133,5/12/2012,3,Single,1218.856062,600.7188536,No,Walk-In,1,Leisure,1,1,3035.250709,7.343,Loyalty Offer,Blue Roof Hotel,3,Competitive,Agent,Concert,No
134,Annette Stone,Female,57,Kenya,134,5/13/2012,3,Double,1749.198614,455.8471892,No,Online Travel Agency,2,Event,2,3,3691.485842,7.052,Event Special,Luxury Stay,1,Budget,Agent,Festival,No
135,Karen Williams,Male,42,Morocco,135,5/14/2012,14,Suite,916.219744,1132.675918,No,Online Travel Agency,1,Leisure,1,3,2184.465918,9.305,Loyalty Offer,Oxford Road,2,Budget,Online,Festival,No
136,Michelle Nguyen,Male,30,Morocco,136,5/15/2012,4,Deluxe,1071.832543,494.4069732,Yes,Event,1,Business,1,1,2088.8159,8.99,None,Oxford Road,5,Budget,Direct,Conference,No
137,Daniel Simmons,Male,27,Morocco,137,5/16/2012,3,Suite,1751.799911,726.1932835,No,Direct,1,Other,1,2,2408.991082,7.51,Seasonal Discount,Bahamas Luxury,4,Competitive,Direct,Concert,No
138,Kevin Haynes,Male,66,Ghana,138,5/17/2012,2,Double,1381.539559,1102.161176,Yes,Online Travel Agency,2,Other,2,2,3335.735278,8.046,Event Special,Luxury Stay,4,Budget,Online,Concert,No
139,Joseph Johnson,Male,51,Ghana,139,5/18/2012,14,Suite,1095.027348,839.9302275,Yes,Online Travel Agency,4,Leisure,3,4,1121.959566,6.421,Event Special,Oxford Road,3,Budget,Direct,Sports Event,No
140,Christopher Evans,Male,67,Egypt,140,5/19/2012,1,Deluxe,816.7754949,1242.626112,No,Event,4,Other,1,1,2149.896986,6.256,Seasonal Discount,Oxford Road,4,Competitive,Direct,None,No
141,Devin Glover,Female,51,Uganda,141,5/20/2012,10,Deluxe,1256.026769,655.0263374,Yes,Walk-In,1,Business,3,4,3889.141813,6.038,Loyalty Offer,Oxford Road,2,Budget,Direct,Conference,Yes
142,Connie Jennings,Male,68,Kenya,142,5/21/2012,7,Double,1013.721396,975.3225533,No,Walk-In,1,Business,1,3,4489.104838,7.573,Seasonal Discount,Bahamas Luxury,5,Premium,Agent,Festival,No
143,Elizabeth Lloyd MD,Male,42,Egypt,143,5/22/2012,10,Suite,1334.584838,1244.936621,No,Walk-In,1,Business,1,1,3166.903274,9.577,Seasonal Discount,Oxford Road,1,Premium,Agent,Concert,Yes
144,Charles Santos,Male,33,Uganda,144,5/23/2012,5,Double,1478.615809,522.6139628,Yes,Event,2,Business,2,1,1323.809153,5.342,Seasonal Discount,Bahamas Luxury,5,Budget,Direct,Sports Event,No
145,Gregory Sanford,Male,64,Algeria,145,5/24/2012,1,Suite,1755.259122,777.6620153,No,Online Travel Agency,1,Event,4,3,1720.458234,9.766,Loyalty Offer,Blue Roof Hotel,1,Premium,Agent,Festival,No
146,Hannah Garcia,Male,57,Ghana,146,5/25/2012,3,Deluxe,962.2562686,1158.938178,Yes,Walk-In,1,Event,1,3,3644.504428,8.823,Seasonal Discount,Blue Roof Hotel,1,Budget,Online,Sports Event,No
147,Marie Lopez,Male,24,Nigeria,147,5/26/2012,1,Suite,995.6802519,849.5669245,No,Walk-In,1,Event,2,3,3370.039429,8.933,Seasonal Discount,Blue Roof Hotel,2,Budget,Direct,Festival,No
148,Sean Mahoney,Male,35,Zimbabwe,148,5/27/2012,2,Double,1585.822278,1155.302922,Yes,Walk-In,5,Event,1,2,2574.339531,8.401,Event Special,Luxury Stay,2,Budget,Agent,None,Yes
149,Kirk Carter,Female,26,Ghana,149,5/28/2012,2,Single,866.9908756,945.6914067,No,Walk-In,2,Other,2,3,3923.526043,5.898,Event Special,Oxford Road,3,Competitive,Third-party,None,No
150,Kathryn Garcia,Male,65,Zimbabwe,150,5/29/2012,5,Double,1512.882789,763.4167587,No,Phone,4,Leisure,2,3,2272.827486,9.818,Loyalty Offer,Luxury Stay,5,Premium,Third-party,Concert,No
151,Melissa Robinson,Male,19,Nigeria,151,5/30/2012,3,Double,1424.053664,845.5258184,No,Online Travel Agency,2,Event,2,4,1243.747099,6.711,Event Special,Oxford Road,2,Competitive,Agent,Conference,No
152,Steven Obrien,Female,25,Algeria,152,5/31/2012,10,Double,984.2098421,1273.671174,No,Online Travel Agency,5,Other,1,4,920.8526449,8.858,Event Special,Blue Roof Hotel,3,Competitive,Third-party,Sports Event,No
153,Wayne Evans,Male,38,Nigeria,153,6/1/2012,3,Double,1469.800373,740.8911722,No,Online Travel Agency,5,Leisure,1,1,2029.684574,8.74,None,Bahamas Luxury,2,Budget,Third-party,Conference,No
154,John Williams,Female,58,Morocco,154,6/2/2012,2,Single,1431.801664,753.230187,No,Direct,5,Other,1,3,3494.342254,9.668,Seasonal Discount,Oxford Road,5,Competitive,Direct,Sports Event,No
155,Kevin Klein,Male,26,Nigeria,155,6/3/2012,14,Deluxe,1060.612063,1067.393721,Yes,Event,3,Leisure,3,1,3093.35179,8.737,Event Special,Oxford Road,4,Budget,Third-party,None,No
156,Tonya Novak,Male,70,Algeria,156,6/4/2012,4,Single,1288.757095,529.9017082,No,Online Travel Agency,5,Event,1,2,4466.170658,6.694,None,Oxford Road,3,Premium,Third-party,Conference,No
157,Matthew Richardson,Male,18,Algeria,157,6/5/2012,1,Single,1086.210482,300,No,Walk-In,1,Event,4,1,4042.09473,5.105,Loyalty Offer,Luxury Stay,1,Budget,Online,Festival,No
158,Joshua Clark,Male,59,Morocco,158,6/6/2012,2,Double,1555.995081,1120.742494,No,Walk-In,2,Other,1,3,1677.917257,6.167,None,Bahamas Luxury,4,Competitive,Direct,Conference,No
159,Crystal Vazquez,Male,20,Egypt,159,6/7/2012,1,Double,1339.065377,975.9755208,No,Walk-In,3,Event,2,1,2914.056605,8.301,None,Luxury Stay,5,Competitive,Online,Conference,No
160,Jackie Taylor,Male,50,Nigeria,160,6/8/2012,5,Suite,623.0174109,1022.266028,No,Direct,4,Other,2,3,3715.169553,6.024,None,Bahamas Luxury,2,Premium,Direct,Sports Event,No
161,David Jacobs,Male,40,Ghana,161,6/9/2012,2,Double,1720.812615,677.14662,No,Online Travel Agency,3,Event,2,2,3057.294934,7.657,Event Special,Oxford Road,3,Competitive,Third-party,Festival,No
162,Miranda Young,Male,28,Egypt,162,6/10/2012,7,Single,817.4981389,445.9786307,No,Walk-In,5,Business,1,3,1999.68865,8.531,Event Special,Blue Roof Hotel,5,Premium,Agent,Conference,No
163,Dennis Combs,Male,48,Ghana,163,6/11/2012,5,Double,1529.257443,798.7886503,Yes,Direct,2,Leisure,2,1,1397.260257,6.017,None,Blue Roof Hotel,4,Premium,Online,Conference,Yes
164,James Murray,Female,26,Algeria,164,6/12/2012,4,Double,1383.028456,850.9308232,Yes,Online Travel Agency,3,Event,1,1,3272.12997,7.413,Event Special,Blue Roof Hotel,5,Budget,Online,Festival,No
165,April Ramos,Female,39,Zimbabwe,165,6/13/2012,4,Single,1362.382614,443.1500591,No,Online Travel Agency,4,Business,1,1,2863.391529,7.952,Event Special,Oxford Road,3,Premium,Agent,Conference,No
166,Taylor Parker,Female,63,Algeria,166,6/14/2012,3,Suite,978.3825941,649.6913726,Yes,Walk-In,1,Leisure,1,4,3502.453331,9.872,Loyalty Offer,Bahamas Luxury,5,Competitive,Agent,None,Yes
167,Thomas Ramos,Male,21,Nigeria,167,6/15/2012,14,Deluxe,1914.631392,983.4394982,No,Online Travel Agency,4,Other,2,2,2672.195181,5.826,Loyalty Offer,Blue Roof Hotel,1,Budget,Third-party,Festival,No
168,David Barton,Male,23,Kenya,168,6/16/2012,5,Single,1956.68837,1073.878233,No,Walk-In,2,Other,2,2,3856.816917,8.594,Event Special,Oxford Road,5,Budget,Third-party,Sports Event,No
169,Kevin Johnson,Female,45,Ghana,169,6/17/2012,2,Double,815.4342083,627.1563661,No,Phone,2,Leisure,4,4,2421.888243,5.523,Loyalty Offer,Oxford Road,4,Budget,Direct,None,No
170,Debra Taylor,Male,44,Nigeria,170,6/18/2012,1,Suite,1015.514761,300,No,Walk-In,5,Event,1,2,1580.897044,5.522,Loyalty Offer,Oxford Road,2,Premium,Direct,Conference,Yes
171,James Galloway,Male,30,Morocco,171,6/19/2012,1,Deluxe,1447.832415,962.1429563,No,Online Travel Agency,5,Event,2,2,2715.438368,6.016,Seasonal Discount,Bahamas Luxury,4,Competitive,Online,Conference,No
172,James Harrell,Male,18,Nigeria,172,6/20/2012,5,Double,1510.211405,300,No,Direct,5,Business,1,3,2951.055434,8.265,None,Oxford Road,5,Competitive,Direct,Concert,No
173,Jody Nielsen,Male,21,Nigeria,173,6/21/2012,2,Single,1375.908842,800.2167146,Yes,Walk-In,1,Leisure,2,3,1095.609093,9.02,Seasonal Discount,Luxury Stay,1,Premium,Online,Concert,No
174,Jennifer Stevenson,Female,61,Nigeria,174,6/22/2012,3,Deluxe,1507.390781,1133.174648,No,Phone,3,Business,5,4,1726.068008,7.916,Event Special,Blue Roof Hotel,1,Competitive,Third-party,Festival,No
175,Michele Clark,Male,50,Tanzania,175,6/23/2012,4,Double,1409.545096,543.8265919,No,Online Travel Agency,3,Business,5,4,2974.179151,9.144,Seasonal Discount,Blue Roof Hotel,3,Competitive,Direct,Festival,No
176,Krystal Harvey,Male,58,South Africa,176,6/24/2012,10,Single,904.9749824,764.4847607,Yes,Direct,4,Business,1,2,2170.942003,6.915,Loyalty Offer,Bahamas Luxury,3,Budget,Third-party,Conference,Yes
177,Linda Jones,Male,38,Kenya,177,6/25/2012,4,Double,816.9642709,1422.907665,No,Phone,5,Other,1,2,3077.860535,8.062,Seasonal Discount,Oxford Road,2,Budget,Direct,Concert,No
178,Christopher Todd,Male,32,Zimbabwe,178,6/26/2012,3,Double,1256.626183,702.1464857,No,Online Travel Agency,1,Event,2,3,2376.208391,6.584,Seasonal Discount,Luxury Stay,5,Competitive,Third-party,Festival,No
179,Ryan Blackburn,Female,42,Ghana,179,6/27/2012,7,Single,734.2264159,692.8010212,No,Direct,4,Event,1,4,2322.958484,5.322,Event Special,Luxury Stay,1,Budget,Online,Sports Event,No
180,Angela Bentley,Female,21,Nigeria,180,6/28/2012,2,Deluxe,1941.123356,1009.440509,No,Direct,4,Business,2,2,855.6311265,7.453,Loyalty Offer,Blue Roof Hotel,3,Premium,Direct,Festival,Yes
181,William Smith,Female,50,Nigeria,181,6/29/2012,10,Deluxe,1065.311688,1054.794631,Yes,Phone,1,Other,5,3,4099.403995,9.896,Loyalty Offer,Oxford Road,4,Premium,Online,None,Yes
182,David Rios,Male,27,Morocco,182,6/30/2012,1,Suite,1112.279805,620.1417591,Yes,Direct,4,Leisure,1,4,3059.484751,7.641,None,Bahamas Luxury,5,Competitive,Online,Festival,No
183,Vicki Nixon,Male,24,Morocco,183,7/1/2012,14,Deluxe,1194.362396,1101.872025,Yes,Walk-In,4,Event,1,2,2493.028289,7.433,Seasonal Discount,Blue Roof Hotel,2,Premium,Online,Concert,No
184,Eric Lloyd,Male,21,South Africa,184,7/2/2012,1,Single,1067.25692,587.8021596,Yes,Direct,2,Event,2,2,2475.2001,7.261,Loyalty Offer,Blue Roof Hotel,2,Competitive,Online,Festival,No
185,Katherine Russell,Female,46,Zimbabwe,185,7/3/2012,7,Single,1124.467069,805.6441013,No,Direct,2,Business,2,3,3739.102034,8.374,Loyalty Offer,Oxford Road,5,Premium,Direct,Sports Event,No
186,Felicia Carpenter,Male,21,Morocco,186,7/4/2012,7,Single,834.7051114,901.389433,Yes,Walk-In,3,Other,1,4,2361.810522,7.038,Loyalty Offer,Bahamas Luxury,5,Competitive,Agent,Festival,No
187,John Flores,Male,33,Morocco,187,7/5/2012,1,Suite,544.6807577,633.3862543,No,Event,4,Other,2,4,3526.900966,9.592,Event Special,Oxford Road,1,Premium,Third-party,Sports Event,No
188,Susan White,Male,50,Morocco,188,7/6/2012,2,Double,1945.100246,919.7873916,Yes,Event,4,Event,3,4,3873.16262,5.861,None,Luxury Stay,5,Budget,Agent,Sports Event,Yes
189,Steven Harrison,Male,56,Ghana,189,7/7/2012,2,Suite,1852.848609,334.5590582,No,Direct,4,Business,2,3,3459.375104,6.696,Seasonal Discount,Blue Roof Hotel,4,Budget,Third-party,Concert,Yes
190,Samuel Stewart,Male,62,Kenya,190,7/8/2012,14,Single,857.8169034,524.0931456,No,Event,1,Other,1,2,2962.875627,5.167,Seasonal Discount,Bahamas Luxury,4,Competitive,Direct,None,Yes
191,Jennifer Garcia,Female,46,Egypt,191,7/9/2012,5,Deluxe,812.2786028,1054.669402,Yes,Phone,2,Business,1,4,1770.211784,9.371,Seasonal Discount,Bahamas Luxury,1,Premium,Third-party,Conference,No
192,Amber Moreno,Male,68,Nigeria,192,7/10/2012,10,Double,1709.13334,747.8432467,No,Event,5,Other,1,3,3762.273182,8.808,Loyalty Offer,Bahamas Luxury,5,Premium,Online,Sports Event,No
193,Mitchell Rivas,Female,23,Nigeria,193,7/11/2012,5,Double,1245.285695,1047.714924,No,Walk-In,3,Event,1,1,2902.093769,5.484,Loyalty Offer,Blue Roof Hotel,3,Competitive,Direct,Conference,No
194,Melissa Santana,Female,19,Zimbabwe,194,7/12/2012,10,Suite,1029.573654,755.5563963,No,Event,1,Event,2,4,2186.909021,7.799,None,Luxury Stay,3,Premium,Online,Sports Event,No
195,William Walker,Male,35,Ghana,195,7/13/2012,3,Suite,1323.311169,613.7911553,No,Walk-In,4,Other,2,3,1098.470863,8.092,None,Blue Roof Hotel,3,Premium,Online,Conference,No
196,Stephanie Le,Male,65,Egypt,196,7/14/2012,3,Deluxe,598.9963824,1068.726458,No,Online Travel Agency,5,Other,1,4,847.160235,7.796,Seasonal Discount,Oxford Road,5,Budget,Agent,Sports Event,No
197,Tracey Gutierrez,Male,26,South Africa,197,7/15/2012,1,Suite,1573.579906,486.8693222,No,Phone,1,Leisure,1,2,3904.253664,5.505,Loyalty Offer,Blue Roof Hotel,2,Premium,Third-party,Concert,No
198,Curtis Lawson,Female,27,South Africa,198,7/16/2012,14,Deluxe,500,362.3558878,No,Online Travel Agency,5,Business,2,2,1465.234265,7.703,Event Special,Blue Roof Hotel,3,Competitive,Agent,Concert,No
199,Brian Abbott,Male,70,Nigeria,199,7/17/2012,14,Deluxe,1157.630184,1286.156301,No,Direct,4,Other,1,4,2419.488322,6.08,None,Oxford Road,5,Competitive,Agent,Sports Event,No
200,Richard Murphy,Male,31,Egypt,200,7/18/2012,2,Double,1914.70827,1095.072418,No,Online Travel Agency,3,Other,3,4,2628.602852,8.772,Seasonal Discount,Bahamas Luxury,5,Competitive,Online,Festival,No
201,Frank Chandler,Male,66,Kenya,201,7/19/2012,5,Deluxe,1303.910833,648.610364,Yes,Walk-In,3,Leisure,1,3,3391.467176,5.77,Event Special,Oxford Road,5,Competitive,Third-party,Conference,No
202,James Bell,Male,59,Ghana,202,7/20/2012,1,Deluxe,1423.013278,837.324078,No,Event,2,Other,1,1,2479.726035,5.154,Loyalty Offer,Bahamas Luxury,4,Premium,Third-party,Conference,No
203,Olivia Jimenez,Male,42,Egypt,203,7/21/2012,7,Single,1682.214606,300,No,Walk-In,3,Other,1,3,3175.265006,9.199,None,Blue Roof Hotel,2,Budget,Agent,Concert,Yes
204,Darrell Smith,Male,22,Nigeria,204,7/22/2012,5,Double,566.0501521,1117.505088,Yes,Online Travel Agency,4,Event,1,4,1324.729361,6.69,None,Blue Roof Hotel,2,Budget,Direct,Conference,No
205,Curtis Hudson,Male,25,Nigeria,205,7/23/2012,2,Double,1773.66328,632.1037416,No,Event,3,Other,4,2,2879.108788,8.278,Event Special,Oxford Road,1,Premium,Direct,Sports Event,Yes
206,Juan Lopez,Male,23,Nigeria,206,7/24/2012,2,Deluxe,1112.342354,816.3501395,Yes,Online Travel Agency,5,Event,2,3,1790.58307,7.264,Loyalty Offer,Blue Roof Hotel,3,Premium,Third-party,Sports Event,No
207,Oscar Brooks,Male,57,Ghana,207,7/25/2012,3,Deluxe,1201.650328,706.0106301,No,Event,2,Event,1,2,4202.388829,5.152,None,Luxury Stay,2,Premium,Online,None,No
208,Maria Chavez,Male,38,Egypt,208,7/26/2012,7,Single,1190.50003,750.0657406,Yes,Event,4,Leisure,1,4,3707.849257,7.882,None,Oxford Road,1,Budget,Direct,None,No
209,Krystal Parker,Female,21,Morocco,209,7/27/2012,10,Suite,500,300,No,Direct,3,Event,2,1,3466.191851,6.039,Seasonal Discount,Luxury Stay,1,Budget,Direct,Concert,No
210,Lisa Silva,Male,19,Uganda,210,7/28/2012,10,Double,1224.578857,998.2781153,Yes,Online Travel Agency,4,Business,1,2,1003.080768,5.784,Event Special,Luxury Stay,4,Competitive,Third-party,Concert,No
211,Dawn Vasquez,Male,27,Zimbabwe,211,7/29/2012,2,Double,1074.389982,1174.617186,No,Direct,3,Other,1,1,3251.690231,7.215,Event Special,Bahamas Luxury,2,Budget,Direct,Conference,Yes
212,Charles Warren,Male,44,South Africa,212,7/30/2012,2,Single,891.1019432,638.4506607,No,Walk-In,1,Business,2,2,2387.740066,5.822,None,Bahamas Luxury,3,Competitive,Direct,None,No
213,David Carroll,Female,19,Ghana,213,7/31/2012,7,Deluxe,1300.609404,733.9220383,No,Online Travel Agency,4,Business,2,3,876.6857584,5.91,None,Luxury Stay,5,Competitive,Agent,Conference,Yes
214,Stephanie Chase,Male,58,South Africa,214,8/1/2012,7,Double,1228.526039,300,No,Online Travel Agency,1,Other,3,4,3405.135031,6.945,None,Oxford Road,2,Budget,Direct,Conference,No
215,William Frazier,Female,66,Nigeria,215,8/2/2012,7,Single,1174.266743,721.8104032,No,Phone,3,Event,2,3,3225.996377,5.51,Event Special,Oxford Road,4,Budget,Third-party,Sports Event,No
216,Jason Dodson,Male,56,Tanzania,216,8/3/2012,14,Deluxe,1163.979527,533.2265604,No,Direct,1,Leisure,2,3,1459.2835,5.849,Event Special,Blue Roof Hotel,5,Competitive,Third-party,Concert,No
217,Jason Spears,Male,64,Kenya,217,8/4/2012,1,Double,1570.272812,943.9737782,No,Online Travel Agency,4,Business,4,2,4257.55573,6.515,Event Special,Blue Roof Hotel,2,Competitive,Online,Festival,Yes
218,Michael Nielsen,Male,39,Egypt,218,8/5/2012,2,Single,889.5092572,732.4745742,No,Phone,1,Leisure,2,1,1593.418843,7.462,Seasonal Discount,Bahamas Luxury,4,Premium,Direct,None,No
219,Jennifer Johnson,Male,30,Morocco,219,8/6/2012,14,Suite,1486.197645,991.3386273,Yes,Phone,1,Other,5,4,3227.213941,6.793,Loyalty Offer,Oxford Road,1,Competitive,Third-party,None,No
220,Nicole Ramirez,Female,24,Algeria,220,8/7/2012,10,Suite,831.1234863,539.2445956,Yes,Walk-In,3,Event,2,2,3070.703226,7.857,Event Special,Bahamas Luxury,5,Competitive,Third-party,Concert,No
221,Amber Kline,Male,50,Ghana,221,8/8/2012,14,Single,1361.263398,967.4298533,No,Walk-In,1,Leisure,1,2,1418.066713,5.508,Seasonal Discount,Oxford Road,1,Premium,Third-party,Sports Event,No
222,Ryan Garrett,Male,60,Algeria,222,8/9/2012,4,Deluxe,1306.891896,421.4501663,Yes,Walk-In,3,Event,1,3,3097.929735,5.371,Loyalty Offer,Blue Roof Hotel,4,Budget,Agent,None,No
223,Dawn Williams,Male,38,South Africa,223,8/10/2012,1,Suite,1468.8305,448.7443415,No,Phone,1,Business,3,3,3906.014502,5.429,Event Special,Oxford Road,4,Competitive,Online,Conference,No
224,Francisco Boyer,Female,30,Tanzania,224,8/11/2012,7,Double,847.8556168,1497.739884,No,Phone,3,Leisure,2,2,3971.019214,5.221,Event Special,Oxford Road,4,Budget,Third-party,None,No
225,Antonio Williams,Female,40,Nigeria,225,8/12/2012,14,Single,716.624396,636.2557725,No,Phone,2,Leisure,5,1,3389.967934,6.882,Seasonal Discount,Blue Roof Hotel,2,Premium,Third-party,Festival,No
226,Eric Henderson,Male,38,Zimbabwe,226,8/13/2012,14,Deluxe,564.2678026,987.1437403,No,Direct,1,Other,1,2,4150.245094,6.182,Seasonal Discount,Oxford Road,3,Premium,Online,Conference,No
227,Emily Owens,Male,63,Ghana,227,8/14/2012,7,Single,759.0017503,911.6280953,No,Walk-In,5,Event,5,4,2612.128443,7.35,Event Special,Blue Roof Hotel,2,Competitive,Online,None,Yes
228,Timothy Jones,Male,51,South Africa,228,8/15/2012,3,Deluxe,1209.938561,794.742801,No,Phone,5,Business,2,2,1420.325952,6.612,None,Oxford Road,3,Competitive,Online,Festival,No
229,Kenneth Carroll,Female,50,Zimbabwe,229,8/16/2012,10,Single,1412.434887,856.9157142,No,Online Travel Agency,2,Event,4,3,1843.657085,9.404,Event Special,Luxury Stay,1,Budget,Online,Festival,Yes
230,Jennifer Reynolds,Female,27,Ghana,230,8/17/2012,1,Double,1131.86705,403.2047679,Yes,Event,2,Other,1,3,1410.110184,5.956,Event Special,Luxury Stay,4,Premium,Agent,Festival,No
231,Bonnie Ware MD,Male,54,South Africa,231,8/18/2012,1,Double,979.1249962,594.7776652,Yes,Event,1,Event,2,1,1855.79141,5.917,Event Special,Luxury Stay,3,Competitive,Third-party,Sports Event,No
232,Joshua Campbell,Male,21,Nigeria,232,8/19/2012,2,Deluxe,818.3583687,687.134508,No,Online Travel Agency,3,Other,2,2,3398.050231,5.494,Event Special,Luxury Stay,5,Premium,Agent,Festival,Yes
233,Keith Perry,Male,59,Morocco,233,8/20/2012,1,Single,956.3697384,874.1658038,No,Walk-In,4,Event,1,3,3783.767901,8.07,Seasonal Discount,Oxford Road,2,Budget,Third-party,Festival,No
234,Bianca Barnes,Female,26,Nigeria,234,8/21/2012,5,Suite,1499.423691,1135.692133,Yes,Online Travel Agency,3,Leisure,1,1,2382.501337,5.557,Loyalty Offer,Oxford Road,3,Budget,Agent,Concert,No
235,Nicholas Harris,Male,46,Nigeria,235,8/22/2012,4,Deluxe,1035.746703,1190.518054,Yes,Phone,4,Business,1,1,2105.832178,5.379,None,Bahamas Luxury,2,Premium,Agent,Festival,No
236,Juan Benson,Male,69,Egypt,236,8/23/2012,14,Deluxe,1022.094164,1479.043321,Yes,Walk-In,5,Business,1,1,1629.001791,9.7,Event Special,Bahamas Luxury,3,Premium,Online,Concert,Yes
237,Donna Li,Male,31,Kenya,237,8/24/2012,7,Deluxe,1183.737266,884.3258814,No,Online Travel Agency,4,Event,4,4,2325.65734,5.361,Event Special,Blue Roof Hotel,4,Budget,Third-party,Festival,No
238,Susan White,Male,41,Egypt,238,8/25/2012,5,Single,1291.108649,412.3229234,No,Online Travel Agency,4,Business,1,1,3839.188715,6.588,Loyalty Offer,Luxury Stay,2,Premium,Agent,None,Yes
239,Matthew Harrell,Male,25,South Africa,239,8/26/2012,3,Suite,1769.407097,881.4890647,Yes,Event,3,Event,2,2,3223.136353,7.022,Loyalty Offer,Bahamas Luxury,5,Competitive,Direct,Concert,No
240,Emily Chandler,Male,69,Morocco,240,8/27/2012,7,Deluxe,969.5222234,617.6906151,Yes,Event,4,Other,2,4,3508.345112,8.192,Seasonal Discount,Blue Roof Hotel,4,Premium,Agent,Festival,No
241,Laura Brown,Female,30,Algeria,241,8/28/2012,4,Suite,818.8876371,488.1828963,Yes,Direct,5,Other,2,4,2393.146367,8.183,Event Special,Oxford Road,3,Budget,Online,Conference,No
242,Amanda Becker,Male,20,Nigeria,242,8/29/2012,2,Suite,1664.649924,509.744588,No,Phone,1,Event,4,2,2729.494046,5.139,Event Special,Luxury Stay,3,Premium,Third-party,Festival,Yes
243,Kenneth Stafford,Male,54,Egypt,243,8/30/2012,4,Single,1645.482354,621.0759447,No,Online Travel Agency,5,Business,2,3,2634.105135,5.715,Seasonal Discount,Luxury Stay,2,Budget,Agent,Conference,No
244,Jason Richardson,Male,63,Nigeria,244,8/31/2012,14,Deluxe,2109.773635,1063.099066,No,Online Travel Agency,4,Other,2,3,3503.82991,9.7,Seasonal Discount,Blue Roof Hotel,4,Premium,Online,Sports Event,No
